27293,16,cin,2015-04-21,202,201500198,10,mil,7:11 PM,"62 degrees, roof closed"
14032,6,cle,2015-04-21,187,201500199,2,cha,7:10 PM,"46 degrees, partly cloudy"
13949,6,hou,2015-04-21,180,201500200,3,sea,7:11 PM,"50 degrees, roof closed"
41386,2,lan,2015-04-21,189,201500201,6,sfn,7:15 PM,"55 degrees, overcast"
21993,3,mia,2015-04-21,149,201500202,7,phi,7:06 PM,"64 degrees, clear"
20990,5,min,2015-04-21,175,201500203,6,kca,7:10 PM,"68 degrees, clear"
27031,5,nya,2015-04-21,204,201500204,2,det,7:08 PM,"50 degrees, partly cloudy"
32137,1,oak,2015-04-21,195,201500205,14,ana,7:09 PM,"66 degrees, partly cloudy"
22600,7,sdn,2015-04-21,186,201500206,6,col,6:43 PM,"60 degrees, cloudy"
27021,1,sln,2015-04-21,223,201500207,2,was,7:07 PM,"65 degrees, partly cloudy"
18345,7,tex,2015-04-21,184,201500208,1,ari,6:40 PM,"86 degrees, partly cloudy"
20971,2,atl,2015-04-22,154,201500209,3,nyn,7:41 PM,"55 degrees, overcast"
15606,2,bal,2015-04-22,156,201500210,4,tor,7:06 PM,"68 degrees, roof closed"
12733,5,bos,2015-04-22,190,201500211,7,tba,7:10 PM,"72 degrees, dome"
15101,3,chn,2015-04-22,184,201500212,4,pit,7:07 PM,"42 degrees, cloudy"
30452,2,cin,2015-04-22,148,201500213,1,mil,7:10 PM,"64 degrees, roof closed"
14429,0,cle,2015-04-22,176,201500214,6,cha,1:11 PM,"43 degrees, cloudy"
14756,2,hou,2015-04-22,154,201500215,3,sea,7:10 PM,"56 degrees, clear"
42259,2,lan,2015-04-22,196,201500216,3,sfn,7:15 PM,"59 degrees, partly cloudy"
23417,6,mia,2015-04-22,175,201500217,1,phi,7:06 PM,"55 degrees, cloudy"
24721,3,min,2015-04-22,167,201500218,0,kca,7:11 PM,"56 degrees, partly cloudy"
27389,13,nya,2015-04-22,215,201500219,4,det,7:08 PM,"38 degrees, overcast"
30034,9,oak,2015-04-22,178,201500220,2,ana,7:07 PM,"64 degrees, cloudy"
22705,4,sdn,2015-04-22,159,201500221,5,col,6:41 PM,"56 degrees, cloudy"
25771,7,sln,2015-04-22,171,201500222,5,was,7:07 PM,"55 degrees, partly cloudy"
17886,5,tex,2015-04-22,179,201500223,8,ari,6:40 PM,"85 degrees, clear"
23980,3,atl,2015-04-23,198,201500224,6,nyn,1:10 PM,"49 degrees, cloudy"
18581,6,bal,2015-04-23,156,201500225,7,tor,7:07 PM,"68 degrees, roof closed"
13834,1,bos,2015-04-23,180,201500226,2,tba,7:10 PM,"72 degrees, dome"
22224,4,chn,2015-04-23,186,201500227,5,pit,12:37 PM,"43 degrees, cloudy"
27795,2,cin,2015-04-23,148,201500228,4,mil,12:40 PM,"66 degrees, roof closed"
14218,3,kca,2015-04-23,247,201500229,2,cha,7:10 PM,"50 degrees, clear"
41240,2,lan,2015-04-23,203,201500230,3,sfn,12:45 PM,"60 degrees, sunny"
17097,9,mia,2015-04-23,172,201500231,1,phi,1:06 PM,"49 degrees, cloudy"
27754,2,nya,2015-04-23,182,201500232,1,det,1:08 PM,"33 degrees, cloudy"
24304,0,oak,2015-04-23,140,201500233,2,ana,4:07 PM,"67 degrees, cloudy"
31676,1,sdn,2015-04-23,173,201500234,2,col,1:12 PM,"67 degrees, overcast"
26990,4,sln,2015-04-23,151,201500235,1,was,4:05 PM,"55 degrees, overcast"
21164,0,atl,2015-04-24,154,201500236,1,phi,7:07 PM,"55 degrees, partly cloudy"
37359,7,bos,2015-04-24,209,201500237,5,bal,7:08 PM,"57 degrees, clear"
39891,7,chn,2015-04-24,228,201500238,3,cin,7:10 PM,"62 degrees, partly cloudy"
28192,13,cle,2015-04-24,172,201500239,1,det,7:08 PM,"52 degrees, clear"
18205,5,hou,2015-04-24,216,201500240,4,oak,7:08 PM,"57 degrees, partly cloudy"
20350,2,kca,2015-04-24,199,201500241,3,cha,7:10 PM,"44 degrees, overcast"
43055,3,lan,2015-04-24,184,201500242,0,sdn,7:12 PM,"62 degrees, cloudy"
25215,0,min,2015-04-24,123,201500243,2,sea,7:10 PM,"54 degrees, partly cloudy"
45310,1,nyn,2015-04-24,153,201500244,6,nya,7:11 PM,"46 degrees, partly cloudy"
24427,4,pit,2015-04-24,161,201500245,1,ari,6:40 PM,"77 degrees, clear"
31453,4,sfn,2015-04-24,171,201500246,6,col,6:41 PM,"58 degrees, overcast"
26286,3,sln,2015-04-24,162,201500247,0,mil,7:10 PM,"65 degrees, roof closed"
41054,2,tex,2015-04-24,167,201500248,3,ana,7:07 PM,"62 degrees, cloudy"
11897,3,tor,2015-04-24,149,201500249,12,tba,7:10 PM,"72 degrees, dome"
16259,2,was,2015-04-24,152,201500250,3,mia,7:12 PM,"75 degrees, roof closed"
24748,5,atl,2015-04-25,147,201500251,2,phi,7:06 PM,"57 degrees, cloudy"
36757,4,bos,2015-04-25,177,201500252,5,bal,7:08 PM,"51 degrees, overcast"
35473,1,cle,2015-04-25,178,201500253,4,det,1:09 PM,"44 degrees, cloudy"
24342,9,hou,2015-04-25,175,201500254,3,oak,1:07 PM,"58 degrees, cloudy"
44454,11,lan,2015-04-25,216,201500255,8,sdn,5:41 PM,"65 degrees, overcast"
33566,8,min,2015-04-25,206,201500256,5,sea,6:10 PM,"54 degrees, cloudy"
47909,8,nyn,2015-04-25,165,201500257,2,nya,4:07 PM,"57 degrees, sunny"
38859,2,pit,2015-04-25,172,201500258,1,ari,5:10 PM,"77 degrees, cloudy"
36474,5,sfn,2015-04-25,232,201500259,4,col,6:13 PM,"59 degrees, partly cloudy"
35919,5,sln,2015-04-25,181,201500260,3,mil,6:12 PM,"65 degrees, roof closed"
38016,1,tex,2015-04-25,190,201500261,4,ana,6:12 PM,"63 degrees, cloudy"
19772,2,tor,2015-04-25,151,201500262,4,tba,6:10 PM,"72 degrees, dome"
18129,0,was,2015-04-25,155,201500263,8,mia,4:11 PM,"72 degrees, roof closed"
28702,4,atl,2015-04-26,158,201500264,5,phi,1:37 PM,"61 degrees, partly cloudy"
43802,7,bos,2015-04-26,193,201500265,18,bal,1:36 PM,"61 degrees, sunny"
38954,5,chn,2015-04-26,166,201500266,2,cin,1:11 PM,"56 degrees, sunny"
30698,6,cle,2015-04-26,181,201500267,8,det,1:08 PM,"53 degrees, sunny"
22080,7,hou,2015-04-26,191,201500268,6,oak,1:07 PM,"65 degrees, partly cloudy"
23317,3,kca,2015-04-26,168,201500269,5,cha,2:06 PM,"54 degrees, sunny"
